as-set,descr,members,mnt-by,last-modified,source,AS_count,cone,class
as-aamra-atl-bd,http://www.aamratechnologies.com/,"as58601,as24323,as59316,as59315,as59363,as59361,as138923,as55344,as64012,as134109,as133890,as64046,as137221,as139599,as135584,as141463,as136145,as137415,as137221,as132604,as133430,as59242,as138915,as135032,as140546,as138443,as138213,as136901,as149303,as9651,as58445,as64053,as135090,as136134,as142004,as139670,as138924,as134790,as137934,as139217,as136911,as139669,as141185,as24389,as45245,as24432,as10122,as21859,as13335,as58800,as132846,as59362,as23923,as135654,as138320,as139053,as138623,as141436,as38562,as18230,as133331,as23688,as136512,as136813,as138470,as63961,as135524,as149490,as138550,as138904,as132216,as138573,as138578,as138566,as138489,as138462,as138382,as138163,as133738,as136004,as134383,as136937,as133450,as133168,as136164,as136134,as132806,as24342,as63851,as138621,as63996,as131464,as139667,as63980,as140063,as133443,as63932,as45607,as138346,as134382,as137432,as138643,as138346,as137548,as138386,as139600,as139809,as136461,as139841,as135615,as149437,as140076,as141452,as139053,as138623,as140624,as136558,as134841,as140674,as133477,as142278,as63826,as149991,as149994,as141723,as59239,as138482,as134806,as137045,as137869,as132365,as135341,as137809,as137453,as149442,as149523,as150457,as137449,as150742,as140986,as56264",maint-bd-atl,02-04-2023,apnic,141,136,0
as-133777-transit,,"as17444,as133777,as18391,as23875,as17989,as17990,as4623,as4657,as4748,as9874,as45508,as45849,as55350,as55367,as55298,as24002,as56049,as131188,as9879,as131478,as131685,as18024,as9535,as56059,as9735,as4654,as55649,as38197,as36236,as131300,as55778,as132490,as17990,as131307,as23236,as62468,as58962,as38907,as56082,as133115,as132883,as133126,as40034,as132719,as133201,as55515,as37493,as59371,as133626,as133777,as133448,as133107,as24134,as38186,as58779,as133488,as63946,as45753,as38478,as132444,as55725,as133626,as133401",maint-hk-newworldtel,09-01-2017,apnic,63,60,1
as26677:as-gigapop-peering,orionpeeringas-setfortesting,"as26677,as26071,as31886,as14661,as25826,as5664,as802,as23237,as819,as12093,as29773,as11700,as31782,as239,as26996,as19925,as32347,as32529,as18621,as32820,as32638,as26288,as11703,as15158,as42689,as46477,as19764,as19737,as46818,as47035,as32157,as53631,as26802,as13733,as30638,as17353,as29872,as30713,as63359,as394292,as46641,as394821,as65290,as395704,as395262,as65246,as22766,as32817,as25728,as32250,as32756,as46757,as399825,as16475,as31983",mnt-orano,11-03-2022,arin,55,55,0
as-wholesail,wholesailnetworksas20055customers,"as10835,as11780,as12111,as13451,as13857,as14380,as15199,as16763,as16854,as16976,as-campuscolo,as17036,as18614,as18927,as19518,as20055,as201385,as21743,as22466,as22590,as23038,as23175,as23263,as23265,as23317,as25764,as26370,as26792,as26935,as27017,as30335,as31857,as33005,as36224,as36499,as393286,as393301,as393368,as393392,as393626,as393717,as393742,as394068,as394074,as394197,as394764,as394774,as395141,as395502,as395769,as395778,as396040,as396386,as396872,as396930,as396977,as397250,as397292,as397376,as397731,as397789,as40033,as4539,as46392,as47101,as53978,as54067,as54399,as55226,as62474,as62991,as6377,as7011,as-localtel,as-noctel,as-rockisland,as395664,as7752,as-threshinc,as18897,as62915,as19800,as27373,as-ptera,as399455,as398977,as399317,as18913,as33501,as11652,as26695,as36824,as16584,as398011,as399536,as397725,as398444,as5794,as6628,as32522,as36683,as40583,as36416,as32365,as3933,as18995,as30536,as-ionswitch,as54103,as400037,as53729,as399575,as62483,as399005,as399330,as40551,as13831,as17129,as36696,as14746,as53472,as46353,as149422,as398164,as6216,as400304,as394514,as396875,as12009,as39986,as4193,as14827,as11827,as19116,as212317,as394345,as33427,as393564,as395633,as395962,as13921,as54755,as398286,as20352,as400338,as27282,as395786,as54535,as23316,as23138,as21615,as22768",mnt-wnl-35,10-05-2023,arin,152,182,0
as-esto,esto,"as135191,as135783,as135817,as141548,as150069,as133318,as132051,as59162,as139508,as-bharatco,as138760,as141575,as150007,as150098,as134058,as149250,as135228,as132116,as135223,as134944,as142439,as141537,as137655,as17453,as137655,as140159,as45916,as55862,as132215,as141253,as133296,as33480,as58065,as21859,as30081,as133966,as132746,as134879,as140121,as135691,as136710,as135844,as135699,as134026,as138260,as138764,as137668,as138671,as137117,as58641,as138801,as137608,as135844,as134289,as134019,as135171,as132923,as132923,as132751,as135747,as137178,as133986,as133988,as136636,as136720,as132314,as136327,as137655,as136717,as133986,as133988,as136230,as135848,as135759,as135691,as136710,as135844,as135699,as134026,as138260,as138764,as137668,as17453,as138671,as137117,as58641,as138801,as137608,as135844,as134289,as134019,as135171,as132923,as132923,as132751,as135747,as137178,as133986,as133988,as136636,as136720,as132314,as136327,as137655,as136717,as141548,as133986,as133988,as136230,as135848,as135759",maint-esto-in,20-04-2023,apnic,111,66,1
as133275:as-set-gtel,membersofas-set,"as18002,as132757,as132988,as133670,as133316,as133705,as133706,as133970,as134046,as134339,as134872,as58965,as134919,as133678,as589650,as134919,as135223,as134935,as135174,as135228,as135204,as133275,as135698,as135693,as142524,as55734,as133689,as135869,as135693,as134333,as135214,as136281,as133678,as136327,as134936,as135692,as135223,as142509,as135223,as136672,as132955,as136362,as134323,as132973,as134049,as55507,as9830,as135869,as132116,as137135,as135700,as133672,as137600,as137119,as137645,as134030,as135179,as137674,as133700,as133712,as138293,as138226,as17426,as135692,as58972,as136332,as136652,as134902,as58972,as-bhomika,as133248,as134941,as134013,as133990,as138751,as138730,as-snsispl,as58762,as134858,as134319,as136338,as132535,as136318,as134858,as138778,as135778,as134308,as139506,as138275,as134264,as132927,as134872,as140182,as135753,as131299,as141486,as135777,as135700,as-customers,as136322,as134924,as139525,as146922,as135728,as45232,as133718,as140131,as141265,as146901,as149584,as136287,as138786,as133989,as-sbrtelecom",maint-in-gigantic,09-05-2023,apnic,114,101,1
as-150178,exabyteltd.,"as150178,as150774,as55492,as137453,as135341,as133034,as134599,as138492,as136991,as9825,as134424,as150302,as138612,as138638,as139771,as149006,as139590,as137703,as137526,as139282,as147050,as138509,as149517,as142547,as138452,as134424,as138651,as142623,as137568,as137186,as139813,as64037,as149033,as149483,as138925,as134595,as138171,as138338,as138556,as150397,as140215,as140222,as141699,as141698,as149055,as149426,as142301,as136948,as140668,as140069,as139208,as131183,as138548,as131183,as138688,as141393,as146946,as141155,as150334,as38562,as150168,as63984,as150316,as150778,as135654,as150665,as140949,as142006,as138487,as151057,as139839,as142595,as138622,as139057,as137435,as136267,as-55492,as38200,as138383,as139735,as134153,as139025",maint-exabyteltd-bd,31-05-2023,apnic,82,90,0
as-137491,peerexnetworksltd.,"as137491,as58689,as134732,as134146,as134382,as139771,as136224,as133954,as55492,as137584,as137449,as137961,as134153,as138482,as132092,as138501,as131464,as38614,as137189,as137208,as139842,as135413,as134180,as137707,as137810,as137823,as58890,as134562,as134601,as136009,as138385,as138549,as138623,as63526,as136003,as138912,as139042,as138981,as138014,as139604,as139643,as139780,as134812,as64074,as64077,as135037,as135092,as135125,as133331,as58926,as134971,as58736,as136014,as136267,as58701,as136429,as17471,as18230,as131179,as133957,as58889,as137498,as137967,as137584,as134382,as139771,as138346,as137828,as134153,as138501,as45766,as133374,as38138,as138198,as133866,as137403,as45905,as139927,as137029,as136903,as135437,as135339,as139735,as138575,as134353,as132438,as136395,as135019,as134572,as138150,as131216,as139722,as135483,as138454,as138473,as134806,as132530,as138574,as137020,as135628,as139870,as138043,as136176,as136272,as138954,as138622,as138536,as135100,as140667,as137704,as64018,as140669,as134106,as140847,as140879,as135438,as139283,as139683,as138614,as138487,as140103,as136941,as38712,as135673,as140986,as137703,as136141,as135578,as139325,as135882,as137270,as138638,as136276,as138944,as137554,as59365,as141033,as132298,as137578,as140624,as138664,as59382,as138584,as139826,as132129,as138418,as140071,as137464,as137505,as134990,as38256,as139793,as139192,as139282,as393337,as134599,as133034,as64052,as138192,as132210,as140073,as138927,as139602,as15169,as6939,as32934,as20940,as16509,as24115,as137831,as34309,as21859,as14907,as19679,as32590,as714,as18106,as2906,as10122,as140216,as138523,as134837,as139806,as138903,as135615,as138600,as139834,as140076,as138556,as139813,as140668,as137255,as141217,as139025,as46489,as139227,as26496,as22822,as136907,as49544,as36351,as53813,as137409,as55967,as24203,as8075,as6507,as4826,as6447,as62955,as4651,as18022,as137834,as4608,as45276,as19551,as54994,as38562,as139085,as141740,as55429,as15133,as55429,as54113,as139865,as141729,as139039,as58912,as138492,as139029,as138561,as142045,as142016,as131183,as45326,as137883,as133410,as136433,as136156,as137884,as137452,as142287,as142054,as45102,as142298,as137278,as138205,as142123,as142436,as140288,as137542,as135346,as137842,as132610,as141418,as138505,as136450,as135517,as136519,as139790,as141465,as142638,as137435,as138431,as138582,as138688,as140849,as139632,as24556,as139049,as132735,as56054,as134505,as138408,as142122,as137550,as147017,as137048,as132897,as139326,as137585,as148986,as140088,as149001,as149019,as139716,as147294,as142619,as138208,as136257,as149053,as149295,as136435,as23955,as64049,as47392,as149303,as137045,as139708,as149432,as141375,as139600,as139600,as149306,as135311,as134437,as64043,as136224,as136256,as140995,as139755,as139030,as138649,as138522,as136425,as135604,as64072,as149498,as149508,as138557,as132381,as140539,as131242,as136991,as140225,as147033,as135438,as139924,as149058,as139280,as149514,as3223,as138343,as138578,as149809,as149807,as149658,as138497,as139036,as139808,as139629,as136275,as149000,as149863,as138694,as140612,as134236,as133368,as137939,as137425,as133542,as24432,as133443,as139689,as146953,as147307,as140380,as139338,as139850,as150156,as58768,as135076,as134968,as140976,as131243,as150441,as139832,as150665,as141433,as147179,as140267,as138149,as150662,as137274,as138614,as138412,as55828,as135590,as136573,as150696,as141745,as141178,as-58689",maint-peerex-net-bd,17-04-2023,apnic,383,505,0
as-cinx-rs,--,"as-pch,as112,as-tertiary,as-nflx,as-is,as-pch,as-cn,as-cn2,as-posix,as-hurricane,as6968,as-bcx_express,as-microsoft,as-netnod,as-optinet,as-hlc,as-voxtelecom,as12041,as-afilias,as-cloudflare,as-adept-za,as-google,as-mtnns,as-swazi,as-constant,as-akamai,as-ctgnet,as-kroot,as-cznic-transit,as27322,as-set,as-borwood,as-liquid,as-30999,as31898,as-edgeconnect,as-enetworks,as-facebook,as-itholdingscustomers,as-afrinic,as-adbn,as-cybersmart,as-36916,as-1-grid,as36968,as-vb-transit,as37002,as-all,as37016,as-sadv,as37053,as-37053,as-rainnetworks,as-xisasn,as-set-hetzner-africa,as37157,as37159,as37168,as-mitsol,as37177,as-eohns,as37181,as-vanilla-all,as37235,as-reflexza,as-37239,as-dubetradeport,as-syrex,as-cipherwave,as37317,as37333,as-set-otel,as-bitco-za,as37387,as37399,as37403,as-fibs,as-gijima,as-37457,as-jinx-ops,as37474,as37485,as-networkplatforms,as-xtranetsa,as-iclix-wasp,as37546,as37549,as-kabtech,as-capeconnect,as-cmvas,as37663,as37663,as37668,as37668,as-smarttech,as-bof-bw,as-set-coolideas,as-40676,as42909,as-forcepoint-cloud,as-interactive3d,as-fastly,as54994,as-all,as-netskope,as-cmi-all,as-123net,as-h1p-eu,as-facebook,as-huawei,as-gcore,as212232,as-echosp,as-327698,as-set-saicom,as-apt,as-uls,as-set-metrofibre,as327805,as327813,as-ecoband,as327817,as-ibits,as-showmax,as-sessiontel,as327950,as327962,as327966,as-diamatrixcc,as327987,as-megasurf,as327996,as-netdirect,as328024,as-jsdaav,as-hollywood,as-haupt,as-goconnect,as-kliq,as-set-awitza,as-set-comsol,as-websquad,as328146,as-twkcom,as-ittx,as328206,as328209,as-megamax,as328262,as-atomic,as-set-328270,as-328281-audatex-sa,as-edelnet,as-aerocom,as328327,as-vivatel,as-capricom,as-328351,as-hostafrica,as-zanog,as-firstnet-za,as328397,as-vaal-networking,as-powercloud,as328423,as-set-as328437,as-your-communications,as-wirelexx,as-herotel,as328480,as328483,as-backspace,as-328517,as-iteam,as-328598,as-aoc,as-bsz,as-bisp,as-mikrotiksa-all,as-iotech,as-telasera,as-urbanwave,as-328747,as-agilesp,as-atc,as-adnotes,as-wdw,as328819,as-vumatel,as-anofibre,as-scf,as-gxq,as-mannit,as-vnet,as-globalsense,as-imvula,as-netelligent,as-bitconnect,as-insight,as-329028,as-telsense,as-linkconnect,as-poynting,as-serve-it,as-ts-ops,as-absolutehosting,as-hostafrica-dpa,as397601",inx-mnt,17-05-2023,afrinic,208,6064,0
as24560:as-telemedia,as-setfortelemedia,"as24560,as23872,as17903,as23682,as45232,as18002,as45335,as-ikftelecom,as45235,as38902,as18231,as38571,as45488,as17820,as45184,as18002,as-worldphone-in,as-broadllyne,as45488,as45169,as38615,as20940,as-cat-customers,as9472,as45148,as45660,as-exatt-ap,as18231,as38857,as45739,as17426,as45801,as45525,as45850,as45765,as55353,as33480,as38312,as131276,as131256,as9501,as45942,as23937,as45189,as55428,as38021,as45117,as55529,as21054,as38571,as55474,as45841,as24080,as55503,as21357,as45841,as-p4networks-in,as45189,as-system3,as46281,as18390,as45609,as56166,as16625,as132091,as17810,as132075,as45284,as-datacon-in,as55353,as-rpnet-rackbank-gigabitport",maint-in-telemedia,28-08-2017,apnic,71,68,0
as-decix-ase-rs,asnofde-cixaseanmemberspeeringwiththerouteservers,"as42,as1828,as3303,as3856,as4229,as4775,as4788,as6447,as6774,as6939,as8075,as10030,as10094,as10310,as13335,as13414,as15169,as16509,as17666,as20940,as22822,as23947,as32590,as32934,as35280,as38001,as38040,as38137,as38182,as38280,as41690,as42649,as45102,as45410,as45489,as45629,as45785,as45839,as46015,as46489,as55405,as55420,as55818,as55821,as56111,as56140,as56286,as57976,as63916,as63927,as64010,as131310,as132111,as132241,as132326,as132354,as132372,as132531,as133421,as134152,as134202,as134468,as134553,as136907,as136978,as138040,as138359,as138932,as140627,as140951,as142412,as149179,as150734",maint-decixasiapteltd-sg,09-05-2023,apnic,73,73,0
as-37084-peers,listofallas'sandassetsfromsimbanet,"as10798,as15399,as20144,as22690,as25429,as34947,as36913,as36965,as37027,as37045,as37084,as37085,as37142,as37143,as37213,as37245,as37278,as37294,as37303,as37336,as37342,as37362,as37364,as37429,as37454,as37469,as37496,as37545,as37569,as37586,as37592,as37769,as327706,as327714,as327720,as327728,as327734,as327771,as327774,as327792,as327798,as327799,as327819,as327844,as327852,as327855,as327859,as327861,as327879,as327885,as327888,as327912,as327941,as327978,as328017,as328018,as328022,as328075,as328134,as328294,as328325,as328326,as328328,as328427,as328436,as328478,as328499,as328545,as328557,as328607,as328700,as328783,as328805,as328811,as328838,as328885,as328895,as328980,as329155,as27319,as-set,as-37013-peers,as-37545-peers,as-328805-peers,as-fnt-peers,as-snet-mw,as-wia-tz",simbatz-mnt,18-04-2023,ripe,87,438,0
as-63526,as_set_for_client,"as63526,as140585,as138432,as135411,as140668,as139325,as139813,as137045,as140877,as136445,as135311,as134723,as136248,as140524,as136516,as140287,as135310,as140216,as135411,as132295,as141033,as139027,as141198,as139854,as131216,as134837,as138575,as141346,as137396,as137385,as138544,as135098,as137030,as135054,as135130,as139629,as136450,as138917,as134403,as137464,as139300,as137526,as141474,as134502,as138556,as58912,as139669,as137018,as136134,as141433,as140288,as146957,as147050,as147053,as136765,as132438,as141744,as141209",maint-ssdtl-bd,01-01-2023,apnic,58,57,1
as-test-tds-transit,tdsprovidestransittotheseasnumbers,"as2003,as2724,as4181,as6547,as10359,as10788,as11788,as11803,as11964,as13516,as13575,as13702,as14274,as14305,as14414,as14591,as15176,as15285,as16568,as17091,as18512,as19391,as20127,as20357,as21864,as21896,as21989,as22582,as22986,as23198,as23548,as25810,as26570,as26844,as27019,as27264,as27482,as27490,as30581,as32384,as32625,as32889,as33122,as33395,as40198,as40433,as40559,as40709,as40710,as46081,as46165,as46674,as47039,as53355,as53515,as53536,as53931,as53943,as54060,as54248,as54519,as55083,as393257,as393675,as393841,as394565,as395086,as395322,as396145,as396152,as396247,as396491,as396843,as396965,as54519,as-tdshms-msn-customers,as-bbb-customers,as54519,as-oneneck-msn",mnt-tdst,11-04-2022,arin,79,74,0
as24550:as-customers,websurfernepalcommunicationsystempvt.ltd,"as141047,as45157,as141024,as55427,as140966,as131341,as138605,as140050,as149652,as137978,as137854,as132799,as4613,as150691,as141047,as-customers,as132799,as148979,as133557,as136380,as142272,as137854,as134467,as138495,as141767,as58504,as138185,as136530,as141459,as139224,as136477,as139741,as135327,as63968,as140324,as140966,as140072,as149034,as149866,as137580,as140973,as45424,as137209,as137210,as139902,as141689,as138918,as139261,as138964,as142297,as150133,as134995,as140948,as150331,as150131,as137080,as137880,as147184,as150424,as142053,as136734,as141032,as142626,as141410,as63991,as136739,as151043,as55427,as135043,as135335,as135337,as140989",maint-np-websurfer,18-04-2023,apnic,72,68,0
as-vanix-rs-participants,www.vanix.ca,"as803,as-customers,as2675,as-customers,as5071,as-customers,as6509,as-canarie,as13768,as-customers,as14007,as-all,as14642,as-all,as18875,as-all,as21723,as-cone,as22652,as-customers,as29909,as-metrooptic,as30295,as30539,as40449,as54527,as-global,as54643,as54652,as63297,as395152,as396472,as-all,as-26968,as-394354,as-akamai,as-alibaba-cn-net,as-amazon,as-anexia,as-att2685-reg,as-babbl,as-bcnet,as-bigpipe,as-cbbc-transit,as-cipherkey-transit,as-citywest,as-cloudflare,as-cloudsingularity,as-coloat,as-distributel,as-dns-br,as-e,as-eastlink-delta,as-everythink,as-fibretel,as-fortinet,as-frontiernet,as-gti,as-hurricane,as-hurricanev6,as-imed,as-incapsula,as-itel-customers,as-llnw,as-microsoft,as-netnod,as-netskope,as-novus,as-opendns,as-primus,as-robson,as-scczip,as-stargate-ca,as-teksavvy,as-telnyx,as-telus,as-tni,as-uniserve,as-urban,as-vmware-sase,as-voxter,as-wiband,as-yahoo,as-zscaler-amer",mnt-vie-6,08-07-2022,arin,84,947,0
as133385:as-customers,atommyanmarlimited,"as133385,as9654,as13335,as18399,as20144,as20940,as21859,as54994,as58952,as63293,as63852,as63998,as131322,as132148,as132344,as132537,as132686,as133384,as133392,as133524,as134105,as134137,as134405,as134736,as134739,as134840,as134976,as135307,as135371,as135391,as135405,as135433,as135529,as136205,as136210,as136442,as136480,as136780,as136919,as136975,as137431,as137560,as137891,as138167,as138168,as138684,as139003,as139051,as139071,as139206,as139613,as139711,as139766,as140091,as141216,as142423,as142546,as142644,as149521,as132203,as149810,as138634,as137861,as140552,as135427,as137826,as150721,as150812,as135300,as134528,as139804,as150797",maint-atommyanmar-mm,19-05-2023,apnic,72,72,1
